Date,Province,Industry,Work Type,Gender,Age Group,Avg Hourly Wage,Median Hourly Wage,Avg Weekly Wage,Median Weekly Wage
2024-08,Nova Scotia,Education,Part-time,Non-binary,15-24,37.96,37.91,1160.09,1325.24
2024-08,Nova Scotia,Education,Part-time,Non-binary,25-34,35.84,34.51,1197.99,1226.81
2024-08,Nova Scotia,Education,Part-time,Non-binary,35-44,36.86,38.41,1281.02,1494.12
2024-08,Nova Scotia,Education,Part-time,Non-binary,45-54,48.03,47.42,1913.55,1455.44
2024-08,Nova Scotia,Education,Part-time,Non-binary,55-64,28.45,27.43,1079.77,864.32
2024-08,Nova Scotia,Education,Part-time,Non-binary,65+,19.35,18.46,673.37,731.63
2024-08,Nova Scotia,Public Administration,Full-time,Male,15-24,31.7,31.02,961.94,1163.75
2024-08,Nova Scotia,Public Administration,Full-time,Male,25-34,42.02,42.33,1615.37,1381.63
2024-08,Nova Scotia,Public Administration,Full-time,Male,35-44,22.38,22.17,804.25,755.88
2024-08,Nova Scotia,Public Administration,Full-time,Male,45-54,31.75,33.01,1000.31,1090.47
2024-08,Nova Scotia,Public Administration,Full-time,Male,55-64,41.2,42.08,1486.22,1634.39
2024-08,Nova Scotia,Public Administration,Full-time,Male,65+,45.72,45.1,1488.11,1497.94
2024-08,Nova Scotia,Public Administration,Full-time,Female,15-24,45.19,44.4,1722.5,1589.59
2024-08,Nova Scotia,Public Administration,Full-time,Female,25-34,34.64,33.71,1227.89,1130.84
2024-08,Nova Scotia,Public Administration,Full-time,Female,35-44,29.42,28.47,1162.3,1059.23
2024-08,Nova Scotia,Public Administration,Full-time,Female,45-54,22.43,22.36,795.56,705.46
2024-08,Nova Scotia,Public Administration,Full-time,Female,55-64,24.74,25.86,950.52,832.05
2024-08,Nova Scotia,Public Administration,Full-time,Female,65+,42.33,42.45,1657.44,1486.57
2024-08,Nova Scotia,Public Administration,Full-time,Non-binary,15-24,28.33,27.3,1089.3,1086.83
2024-08,Nova Scotia,Public Administration,Full-time,Non-binary,25-34,22.86,23.38,908.86,829.46
2024-08,Nova Scotia,Public Administration,Full-time,Non-binary,35-44,25.83,25.03,1027.49,762.69
2024-08,Nova Scotia,Public Administration,Full-time,Non-binary,45-54,44.29,42.98,1366.5,1343.59
2024-08,Nova Scotia,Public Administration,Full-time,Non-binary,55-64,21.45,22.42,810.16,687.42
2024-08,Nova Scotia,Public Administration,Full-time,Non-binary,65+,21.32,20.54,722.99,801.83
2024-08,Nova Scotia,Public Administration,Part-time,Male,15-24,23.7,24.31,785.88,966.64
2024-08,Nova Scotia,Public Administration,Part-time,Male,25-34,37.14,38.3,1475.72,1357.1
2024-08,Nova Scotia,Public Administration,Part-time,Male,35-44,26.07,25.12,1005.11,989.2
2024-08,Nova Scotia,Public Administration,Part-time,Male,45-54,42.68,40.62,1498.51,1272.81
2024-08,Nova Scotia,Public Administration,Part-time,Male,55-64,19.87,20.52,641.19,694.12
2024-08,Nova Scotia,Public Administration,Part-time,Male,65+,27.19,28.38,1015.77,1016.91
2024-08,Nova Scotia,Public Administration,Part-time,Female,15-24,49.86,50.16,1643.56,1568.06
2024-08,Nova Scotia,Public Administration,Part-time,Female,25-34,42.4,43.69,1595.07,1739.54
2024-08,Nova Scotia,Public Administration,Part-time,Female,35-44,47.92,48.13,1696.64,1760.29
2024-08,Nova Scotia,Public Administration,Part-time,Female,45-54,24.81,24.98,889.67,752.03
2024-08,Nova Scotia,Public Administration,Part-time,Female,55-64,49.1,49.99,1668.57,1508.98
2024-08,Nova Scotia,Public Administration,Part-time,Female,65+,44.29,44.66,1389.86,1755.25
2024-08,Nova Scotia,Public Administration,Part-time,Non-binary,15-24,44.64,46.68,1738.81,1406.08
2024-08,Nova Scotia,Public Administration,Part-time,Non-binary,25-34,48.56,48.89,1880.47,1685.8
2024-08,Nova Scotia,Public Administration,Part-time,Non-binary,35-44,38.77,37.3,1426.0,1386.56
2024-08,Nova Scotia,Public Administration,Part-time,Non-binary,45-54,17.06,17.84,512.68,665.69
2024-08,Nova Scotia,Public Administration,Part-time,Non-binary,55-64,17.81,18.3,561.22,676.18
2024-08,Nova Scotia,Public Administration,Part-time,Non-binary,65+,26.41,26.6,1036.3,815.91
2024-08,New Brunswick,Agriculture,Full-time,Male,15-24,44.75,44.44,1476.73,1393.07
2024-08,New Brunswick,Agriculture,Full-time,Male,25-34,16.85,17.1,509.98,522.6
2024-08,New Brunswick,Agriculture,Full-time,Male,35-44,46.67,46.61,1685.92,1713.35
2024-08,New Brunswick,Agriculture,Full-time,Male,45-54,43.11,42.22,1361.86,1517.3
2024-08,New Brunswick,Agriculture,Full-time,Male,55-64,20.6,19.64,788.82,666.64
2024-08,New Brunswick,Agriculture,Full-time,Male,65+,38.95,40.78,1350.75,1456.36
2024-08,New Brunswick,Agriculture,Full-time,Female,15-24,39.69,38.99,1313.01,1445.6
2024-08,New Brunswick,Agriculture,Full-time,Female,25-34,33.32,32.26,1255.95,1273.06
2024-08,New Brunswick,Agriculture,Full-time,Female,35-44,37.4,38.1,1379.22,1202.43
2024-08,New Brunswick,Agriculture,Full-time,Female,45-54,42.42,40.3,1608.31,1423.45
2024-08,New Brunswick,Agriculture,Full-time,Female,55-64,32.2,33.35,977.86,1235.74
2024-08,New Brunswick,Agriculture,Full-time,Female,65+,20.66,20.04,633.58,687.4
2024-08,New Brunswick,Agriculture,Full-time,Non-binary,15-24,37.75,36.85,1306.81,1281.23
2024-08,New Brunswick,Agriculture,Full-time,Non-binary,25-34,34.38,33.37,1095.98,1194.3
2024-08,New Brunswick,Agriculture,Full-time,Non-binary,35-44,20.32,20.08,653.29,801.25
2024-08,New Brunswick,Agriculture,Full-time,Non-binary,45-54,27.64,26.92,979.64,813.26
2024-08,New Brunswick,Agriculture,Full-time,Non-binary,55-64,43.3,45.1,1613.4,1403.28
2024-08,New Brunswick,Agriculture,Full-time,Non-binary,65+,46.68,44.75,1476.05,1582.69
2024-08,New Brunswick,Agriculture,Part-time,Male,15-24,18.03,17.9,653.81,599.54
2024-08,New Brunswick,Agriculture,Part-time,Male,25-34,20.42,20.51,668.82,710.34
2024-08,New Brunswick,Agriculture,Part-time,Male,35-44,46.9,47.42,1665.8,1501.48
2024-08,New Brunswick,Agriculture,Part-time,Male,45-54,45.56,45.74,1601.7,1449.16
2024-08,New Brunswick,Agriculture,Part-time,Male,55-64,17.76,17.77,653.82,629.82
2024-08,New Brunswick,Agriculture,Part-time,Male,65+,26.76,27.72,911.36,1102.88
2024-08,New Brunswick,Agriculture,Part-time,Female,15-24,19.7,20.6,632.75,783.48
2024-08,New Brunswick,Agriculture,Part-time,Female,25-34,41.36,41.74,1403.44,1329.48
2024-08,New Brunswick,Agriculture,Part-time,Female,35-44,16.75,16.04,507.15,567.62
2024-08,New Brunswick,Agriculture,Part-time,Female,45-54,22.3,21.34,883.35,678.96
2024-08,New Brunswick,Agriculture,Part-time,Female,55-64,41.67,43.64,1301.99,1683.03
2024-08,New Brunswick,Agriculture,Part-time,Female,65+,20.86,20.65,798.06,786.8
2024-08,New Brunswick,Agriculture,Part-time,Non-binary,15-24,18.01,17.63,681.44,537.27
2024-08,New Brunswick,Agriculture,Part-time,Non-binary,25-34,28.96,27.96,979.91,952.28
2024-08,New Brunswick,Agriculture,Part-time,Non-binary,35-44,18.17,17.81,725.98,548.7
2024-08,New Brunswick,Agriculture,Part-time,Non-binary,45-54,22.53,22.39,890.45,843.15
2024-08,New Brunswick,Agriculture,Part-time,Non-binary,55-64,41.94,43.19,1326.79,1389.27
2024-08,New Brunswick,Agriculture,Part-time,Non-binary,65+,42.99,43.55,1401.5,1434.4
2024-08,New Brunswick,Construction,Full-time,Male,15-24,40.05,40.59,1400.21,1613.35
2024-08,New Brunswick,Construction,Full-time,Male,25-34,28.49,28.1,1130.07,885.25
2024-08,New Brunswick,Construction,Full-time,Male,35-44,43.24,41.83,1474.49,1503.26
2024-08,New Brunswick,Construction,Full-time,Male,45-54,46.79,45.43,1816.42,1786.44
2024-08,New Brunswick,Construction,Full-time,Male,55-64,26.71,26.05,830.91,1033.1
2024-08,New Brunswick,Construction,Full-time,Male,65+,17.49,17.72,543.88,555.02
2024-08,New Brunswick,Construction,Full-time,Female,15-24,23.81,23.73,761.93,947.45
2024-08,New Brunswick,Construction,Full-time,Female,25-34,27.68,28.56,836.06,1135.12
2024-08,New Brunswick,Construction,Full-time,Female,35-44,30.31,31.49,1207.89,1135.23
2024-08,New Brunswick,Construction,Full-time,Female,45-54,34.83,34.84,1193.61,1266.68
2024-08,New Brunswick,Construction,Full-time,Female,55-64,21.02,21.88,712.97,726.77
2024-08,New Brunswick,Construction,Full-time,Female,65+,30.64,29.73,1049.27,979.74
2024-08,New Brunswick,Construction,Full-time,Non-binary,15-24,45.81,47.78,1639.67,1460.94
2024-08,New Brunswick,Construction,Full-time,Non-binary,25-34,22.21,23.24,886.6,701.32
2024-08,New Brunswick,Construction,Full-time,Non-binary,35-44,38.23,37.99,1181.01,1256.47
2024-08,New Brunswick,Construction,Full-time,Non-binary,45-54,30.3,28.87,1039.93,1015.26
2024-08,New Brunswick,Construction,Full-time,Non-binary,55-64,44.15,45.36,1735.51,1549.59
2024-08,New Brunswick,Construction,Full-time,Non-binary,65+,39.86,38.79,1252.92,1178.18
2024-08,New Brunswick,Construction,Part-time,Male,15-24,45.04,46.22,1769.17,1464.83
2024-08,New Brunswick,Construction,Part-time,Male,25-34,41.53,42.16,1434.69,1496.48
2024-08,New Brunswick,Construction,Part-time,Male,35-44,45.8,44.52,1512.16,1715.27
2024-08,New Brunswick,Construction,Part-time,Male,45-54,46.66,48.83,1580.28,1715.56
2024-08,New Brunswick,Construction,Part-time,Male,55-64,15.9,16.62,597.53,596.61
2024-08,New Brunswick,Construction,Part-time,Male,65+,39.24,39.82,1327.58,1389.49
2024-08,New Brunswick,Construction,Part-time,Female,15-24,46.27,45.79,1645.16,1418.32
2024-08,New Brunswick,Construction,Part-time,Female,25-34,43.47,41.34,1304.48,1286.57
2024-08,New Brunswick,Construction,Part-time,Female,35-44,22.26,22.34,752.17,832.63
2024-08,New Brunswick,Construction,Part-time,Female,45-54,30.64,29.88,1164.75,1046.33
2024-08,New Brunswick,Construction,Part-time,Female,55-64,28.27,29.13,999.15,974.1
2024-08,New Brunswick,Construction,Part-time,Female,65+,33.33,33.27,1317.37,1113.14
2024-08,New Brunswick,Construction,Part-time,Non-binary,15-24,38.65,38.43,1540.69,1306.8
2024-08,New Brunswick,Construction,Part-time,Non-binary,25-34,33.57,33.59,1261.95,1318.68
2024-08,New Brunswick,Construction,Part-time,Non-binary,35-44,38.8,37.95,1463.5,1348.09
2024-08,New Brunswick,Construction,Part-time,Non-binary,45-54,32.74,32.03,1007.11,997.54
2024-08,New Brunswick,Construction,Part-time,Non-binary,55-64,29.89,29.36,1053.43,976.04
2024-08,New Brunswick,Construction,Part-time,Non-binary,65+,43.05,40.98,1706.87,1316.32
2024-08,New Brunswick,Manufacturing,Full-time,Male,15-24,24.18,23.94,776.81,794.98
2024-08,New Brunswick,Manufacturing,Full-time,Male,25-34,26.89,26.72,981.11,1065.38
2024-08,New Brunswick,Manufacturing,Full-time,Male,35-44,22.79,22.0,721.9,757.48
2024-08,New Brunswick,Manufacturing,Full-time,Male,45-54,17.07,16.83,613.99,628.31
2024-08,New Brunswick,Manufacturing,Full-time,Male,55-64,47.27,46.82,1657.93,1512.49
2024-08,New Brunswick,Manufacturing,Full-time,Male,65+,36.19,36.77,1445.56,1224.12
2024-08,New Brunswick,Manufacturing,Full-time,Female,15-24,15.24,15.72,536.62,474.9
2024-08,New Brunswick,Manufacturing,Full-time,Female,25-34,46.03,44.96,1484.36,1357.97
2024-08,New Brunswick,Manufacturing,Full-time,Female,35-44,34.19,32.7,1281.57,1096.88
2024-08,New Brunswick,Manufacturing,Full-time,Female,45-54,32.62,32.27,1273.03,1067.28
2024-08,New Brunswick,Manufacturing,Full-time,Female,55-64,19.22,19.21,766.25,675.15
2024-08,New Brunswick,Manufacturing,Full-time,Female,65+,20.66,21.13,718.32,683.89
2024-08,New Brunswick,Manufacturing,Full-time,Non-binary,15-24,32.02,33.52,1052.25,1335.14
2024-08,New Brunswick,Manufacturing,Full-time,Non-binary,25-34,24.1,24.64,888.14,821.17
2024-08,New Brunswick,Manufacturing,Full-time,Non-binary,35-44,24.82,24.98,899.97,998.73
2024-08,New Brunswick,Manufacturing,Full-time,Non-binary,45-54,35.17,34.5,1150.45,1071.82
2024-08,New Brunswick,Manufacturing,Full-time,Non-binary,55-64,43.43,43.35,1470.95,1552.38
2024-08,New Brunswick,Manufacturing,Full-time,Non-binary,65+,43.77,42.05,1734.38,1560.6
2024-08,New Brunswick,Manufacturing,Part-time,Male,15-24,20.1,19.12,759.87,622.77
2024-08,New Brunswick,Manufacturing,Part-time,Male,25-34,23.2,23.7,902.39,776.55
2024-08,New Brunswick,Manufacturing,Part-time,Male,35-44,39.06,39.14,1213.97,1318.87
2024-08,New Brunswick,Manufacturing,Part-time,Male,45-54,37.72,36.37,1296.05,1255.2
2024-08,New Brunswick,Manufacturing,Part-time,Male,55-64,18.77,18.25,625.69,631.17
2024-08,New Brunswick,Manufacturing,Part-time,Male,65+,44.53,43.01,1591.85,1378.41
2024-08,New Brunswick,Manufacturing,Part-time,Female,15-24,22.47,22.88,838.84,739.22
2024-08,New Brunswick,Manufacturing,Part-time,Female,25-34,32.65,32.0,1241.81,1049.97
2024-08,New Brunswick,Manufacturing,Part-time,Female,35-44,49.31,50.94,1623.26,1777.89
2024-08,New Brunswick,Manufacturing,Part-time,Female,45-54,38.22,39.48,1459.74,1206.21
2024-08,New Brunswick,Manufacturing,Part-time,Female,55-64,47.56,48.12,1851.76,1635.31
2024-08,New Brunswick,Manufacturing,Part-time,Female,65+,23.73,24.58,819.49,773.62
2024-08,New Brunswick,Manufacturing,Part-time,Non-binary,15-24,48.37,50.34,1509.15,1843.59
2024-08,New Brunswick,Manufacturing,Part-time,Non-binary,25-34,27.29,26.49,1078.67,1051.15
2024-08,New Brunswick,Manufacturing,Part-time,Non-binary,35-44,37.74,39.54,1237.18,1210.5
2024-08,New Brunswick,Manufacturing,Part-time,Non-binary,45-54,36.94,37.04,1179.32,1153.61
2024-08,New Brunswick,Manufacturing,Part-time,Non-binary,55-64,24.18,24.55,825.66,831.82
2024-08,New Brunswick,Manufacturing,Part-time,Non-binary,65+,31.44,32.96,953.45,1039.19
2024-08,New Brunswick,Retail Trade,Full-time,Male,15-24,48.45,46.4,1587.57,1802.83
2024-08,New Brunswick,Retail Trade,Full-time,Male,25-34,49.24,49.22,1802.7,1939.4
2024-08,New Brunswick,Retail Trade,Full-time,Male,35-44,20.11,19.51,667.07,766.9
2024-08,New Brunswick,Retail Trade,Full-time,Male,45-54,47.66,48.49,1713.61,1667.39
2024-08,New Brunswick,Retail Trade,Full-time,Male,55-64,23.48,22.64,758.06,869.2
2024-08,New Brunswick,Retail Trade,Full-time,Male,65+,18.79,19.7,683.61,621.37
2024-08,New Brunswick,Retail Trade,Full-time,Female,15-24,22.72,23.09,854.05,889.96
2024-08,New Brunswick,Retail Trade,Full-time,Female,25-34,32.7,31.19,1255.59,1212.6
2024-08,New Brunswick,Retail Trade,Full-time,Female,35-44,23.94,23.07,917.32,828.29
2024-08,New Brunswick,Retail Trade,Full-time,Female,45-54,38.08,36.3,1159.44,1436.29
2024-08,New Brunswick,Retail Trade,Full-time,Female,55-64,38.51,39.47,1269.46,1565.67
2024-08,New Brunswick,Retail Trade,Full-time,Female,65+,17.86,17.7,712.37,647.29
2024-08,New Brunswick,Retail Trade,Full-time,Non-binary,15-24,35.36,36.4,1084.96,1402.5
2024-08,New Brunswick,Retail Trade,Full-time,Non-binary,25-34,44.68,43.91,1666.22,1688.66
2024-08,New Brunswick,Retail Trade,Full-time,Non-binary,35-44,21.76,22.81,758.38,774.37
2024-08,New Brunswick,Retail Trade,Full-time,Non-binary,45-54,29.93,29.26,1015.74,945.05
2024-08,New Brunswick,Retail Trade,Full-time,Non-binary,55-64,27.87,29.06,1083.64,932.06
2024-08,New Brunswick,Retail Trade,Full-time,Non-binary,65+,26.33,25.83,827.26,872.27
2024-08,New Brunswick,Retail Trade,Part-time,Male,15-24,43.67,41.96,1686.07,1308.27
2024-08,New Brunswick,Retail Trade,Part-time,Male,25-34,47.76,48.44,1547.67,1932.32
2024-08,New Brunswick,Retail Trade,Part-time,Male,35-44,43.25,43.28,1633.81,1697.05
2024-08,New Brunswick,Retail Trade,Part-time,Male,45-54,18.94,18.37,582.1,660.65
2024-08,New Brunswick,Retail Trade,Part-time,Male,55-64,27.14,28.12,831.04,924.9
2024-08,New Brunswick,Retail Trade,Part-time,Male,65+,42.52,41.18,1566.88,1498.96
2024-08,New Brunswick,Retail Trade,Part-time,Female,15-24,32.74,34.17,1015.36,1202.87
2024-08,New Brunswick,Retail Trade,Part-time,Female,25-34,28.16,27.91,1058.09,876.39
2024-08,New Brunswick,Retail Trade,Part-time,Female,35-44,28.32,27.86,1125.13,892.96
2024-08,New Brunswick,Retail Trade,Part-time,Female,45-54,15.33,15.89,480.42,526.93
2024-08,New Brunswick,Retail Trade,Part-time,Female,55-64,15.56,15.43,607.2,544.71
2024-08,New Brunswick,Retail Trade,Part-time,Female,65+,35.25,36.02,1125.94,1353.93
2024-08,New Brunswick,Retail Trade,Part-time,Non-binary,15-24,49.99,48.52,1732.36,1614.22
2024-08,New Brunswick,Retail Trade,Part-time,Non-binary,25-34,18.49,18.82,601.42,716.98
2024-08,New Brunswick,Retail Trade,Part-time,Non-binary,35-44,29.92,31.15,1147.59,1112.97
2024-08,New Brunswick,Retail Trade,Part-time,Non-binary,45-54,31.32,29.96,941.47,1028.81
2024-08,New Brunswick,Retail Trade,Part-time,Non-binary,55-64,21.61,21.21,718.23,692.61
2024-08,New Brunswick,Retail Trade,Part-time,Non-binary,65+,44.12,46.29,1412.13,1761.07
2024-08,New Brunswick,Transportation,Full-time,Male,15-24,47.39,45.83,1472.41,1603.27
2024-08,New Brunswick,Transportation,Full-time,Male,25-34,35.24,35.15,1383.71,1381.47
2024-08,New Brunswick,Transportation,Full-time,Male,35-44,42.72,44.66,1446.84,1626.8
2024-08,New Brunswick,Transportation,Full-time,Male,45-54,16.87,17.5,613.73,576.63
2024-08,New Brunswick,Transportation,Full-time,Male,55-64,49.17,50.46,1478.24,1565.97
2024-08,New Brunswick,Transportation,Full-time,Male,65+,49.0,49.14,1514.18,1552.95
2024-08,New Brunswick,Transportation,Full-time,Female,15-24,46.51,46.96,1529.44,1847.5
2024-08,New Brunswick,Transportation,Full-time,Female,25-34,29.96,31.43,929.03,975.86
2024-08,New Brunswick,Transportation,Full-time,Female,35-44,36.72,36.14,1468.03,1094.79
2024-08,New Brunswick,Transportation,Full-time,Female,45-54,37.16,35.72,1174.73,1333.3
2024-08,New Brunswick,Transportation,Full-time,Female,55-64,15.2,15.42,533.15,612.2
2024-08,New Brunswick,Transportation,Full-time,Female,65+,35.04,36.48,1216.57,1355.56
2024-08,New Brunswick,Transportation,Full-time,Non-binary,15-24,44.05,42.51,1504.44,1427.34
2024-08,New Brunswick,Transportation,Full-time,Non-binary,25-34,18.55,19.46,590.66,722.73
2024-08,New Brunswick,Transportation,Full-time,Non-binary,35-44,35.28,33.53,1069.59,1100.04
2024-08,New Brunswick,Transportation,Full-time,Non-binary,45-54,48.97,46.7,1956.21,1743.39
2024-08,New Brunswick,Transportation,Full-time,Non-binary,55-64,18.02,17.84,626.55,558.53
2024-08,New Brunswick,Transportation,Full-time,Non-binary,65+,21.32,21.45,726.6,857.66
2024-08,New Brunswick,Transportation,Part-time,Male,15-24,18.37,17.76,697.19,544.92
2024-08,New Brunswick,Transportation,Part-time,Male,25-34,31.19,30.47,1192.43,1165.81
2024-08,New Brunswick,Transportation,Part-time,Male,35-44,47.64,48.25,1724.96,1679.19
2024-08,New Brunswick,Transportation,Part-time,Male,45-54,44.17,44.89,1494.21,1564.3
2024-08,New Brunswick,Transportation,Part-time,Male,55-64,20.58,19.89,808.2,746.45
2024-08,New Brunswick,Transportation,Part-time,Male,65+,42.15,43.63,1647.01,1339.48
2024-08,New Brunswick,Transportation,Part-time,Female,15-24,18.61,18.33,641.71,667.24
2024-08,New Brunswick,Transportation,Part-time,Female,25-34,28.64,30.02,1066.46,999.82
2024-08,New Brunswick,Transportation,Part-time,Female,35-44,30.6,31.43,1016.02,1015.44
2024-08,New Brunswick,Transportation,Part-time,Female,45-54,29.43,29.37,1060.45,1083.92
2024-08,New Brunswick,Transportation,Part-time,Female,55-64,21.94,21.8,866.58,755.57
2024-08,New Brunswick,Transportation,Part-time,Female,65+,20.05,19.19,678.33,592.22
2024-08,New Brunswick,Transportation,Part-time,Non-binary,15-24,39.11,38.9,1253.91,1435.57
2024-08,New Brunswick,Transportation,Part-time,Non-binary,25-34,42.47,43.39,1408.36,1627.38
2024-08,New Brunswick,Transportation,Part-time,Non-binary,35-44,40.26,40.66,1582.57,1308.88
2024-08,New Brunswick,Transportation,Part-time,Non-binary,45-54,41.81,40.84,1602.15,1292.17
2024-08,New Brunswick,Transportation,Part-time,Non-binary,55-64,45.56,46.97,1516.89,1687.5
2024-08,New Brunswick,Transportation,Part-time,Non-binary,65+,47.37,46.67,1595.39,1532.96
2024-08,New Brunswick,Information Technology,Full-time,Male,15-24,43.17,41.46,1564.4,1260.75
2024-08,New Brunswick,Information Technology,Full-time,Male,25-34,26.45,26.37,835.17,792.23
2024-08,New Brunswick,Information Technology,Full-time,Male,35-44,49.35,49.1,1495.19,1896.24
2024-08,New Brunswick,Information Technology,Full-time,Male,45-54,35.27,34.89,1131.88,1104.53
2024-08,New Brunswick,Information Technology,Full-time,Male,55-64,42.46,42.93,1566.61,1607.84
2024-08,New Brunswick,Information Technology,Full-time,Male,65+,18.89,18.21,738.72,580.08
2024-08,New Brunswick,Information Technology,Full-time,Female,15-24,40.27,39.11,1233.62,1262.6
2024-08,New Brunswick,Information Technology,Full-time,Female,25-34,17.25,16.79,549.74,542.57
2024-08,New Brunswick,Information Technology,Full-time,Female,35-44,35.57,37.27,1163.63,1305.25
2024-08,New Brunswick,Information Technology,Full-time,Female,45-54,31.04,31.87,1021.68,1251.57
2024-08,New Brunswick,Information Technology,Full-time,Female,55-64,15.63,16.07,497.19,492.53
2024-08,New Brunswick,Information Technology,Full-time,Female,65+,26.53,25.94,867.93,975.26
2024-08,New Brunswick,Information Technology,Full-time,Non-binary,15-24,27.91,27.51,883.95,897.59
2024-08,New Brunswick,Information Technology,Full-time,Non-binary,25-34,15.61,15.51,523.24,573.49
2024-08,New Brunswick,Information Technology,Full-time,Non-binary,35-44,22.45,23.47,798.23,753.62
2024-08,New Brunswick,Information Technology,Full-time,Non-binary,45-54,16.31,16.79,576.39,605.69
2024-08,New Brunswick,Information Technology,Full-time,Non-binary,55-64,25.36,26.5,958.06,831.83
2024-08,New Brunswick,Information Technology,Full-time,Non-binary,65+,49.37,48.94,1876.56,1770.61
2024-08,New Brunswick,Information Technology,Part-time,Male,15-24,20.22,19.29,805.77,657.19
2024-08,New Brunswick,Information Technology,Part-time,Male,25-34,41.46,40.1,1338.94,1550.07
2024-08,New Brunswick,Information Technology,Part-time,Male,35-44,35.34,36.97,1349.23,1262.02
2024-08,New Brunswick,Information Technology,Part-time,Male,45-54,34.07,34.9,1226.8,1050.55
2024-08,New Brunswick,Information Technology,Part-time,Male,55-64,26.55,26.16,875.75,855.59
2024-08,New Brunswick,Information Technology,Part-time,Male,65+,18.58,18.81,615.17,673.34
2024-08,New Brunswick,Information Technology,Part-time,Female,15-24,18.49,19.11,581.94,600.96
2024-08,New Brunswick,Information Technology,Part-time,Female,25-34,31.51,32.09,952.89,1100.4
2024-08,New Brunswick,Information Technology,Part-time,Female,35-44,40.42,41.79,1324.24,1513.99
2024-08,New Brunswick,Information Technology,Part-time,Female,45-54,25.99,26.05,794.09,818.11
2024-08,New Brunswick,Information Technology,Part-time,Female,55-64,41.36,43.25,1309.09,1482.02
2024-08,New Brunswick,Information Technology,Part-time,Female,65+,28.25,29.37,1060.08,1064.8
2024-08,New Brunswick,Information Technology,Part-time,Non-binary,15-24,30.92,29.52,1203.49,896.17
2024-08,New Brunswick,Information Technology,Part-time,Non-binary,25-34,36.81,35.01,1275.66,1210.96
2024-08,New Brunswick,Information Technology,Part-time,Non-binary,35-44,33.74,33.67,1027.52,1209.04
2024-08,New Brunswick,Information Technology,Part-time,Non-binary,45-54,37.7,36.62,1265.98,1186.21
2024-08,New Brunswick,Information Technology,Part-time,Non-binary,55-64,31.54,31.16,1235.1,1113.45
2024-08,New Brunswick,Information Technology,Part-time,Non-binary,65+,46.26,45.42,1510.3,1780.97
2024-08,New Brunswick,Finance,Full-time,Male,15-24,47.0,47.46,1575.89,1583.82
2024-08,New Brunswick,Finance,Full-time,Male,25-34,41.33,39.52,1407.84,1238.64
2024-08,New Brunswick,Finance,Full-time,Male,35-44,34.36,32.74,1331.17,1096.36
2024-08,New Brunswick,Finance,Full-time,Male,45-54,44.17,44.98,1646.32,1537.9
2024-08,New Brunswick,Finance,Full-time,Male,55-64,35.19,35.73,1282.28,1184.78
2024-08,New Brunswick,Finance,Full-time,Male,65+,41.97,41.99,1645.48,1538.48
2024-08,New Brunswick,Finance,Full-time,Female,15-24,44.23,42.09,1404.47,1361.04
2024-08,New Brunswick,Finance,Full-time,Female,25-34,28.86,29.25,880.54,1116.77
2024-08,New Brunswick,Finance,Full-time,Female,35-44,37.26,36.44,1361.93,1140.51
2024-08,New Brunswick,Finance,Full-time,Female,45-54,33.97,33.01,1209.27,1163.81
2024-08,New Brunswick,Finance,Full-time,Female,55-64,25.99,26.53,841.0,822.06
2024-08,New Brunswick,Finance,Full-time,Female,65+,27.18,26.17,897.47,1002.79
2024-08,New Brunswick,Finance,Full-time,Non-binary,15-24,44.8,46.5,1465.65,1559.0
2024-08,New Brunswick,Finance,Full-time,Non-binary,25-34,19.17,19.98,660.53,661.38
2024-08,New Brunswick,Finance,Full-time,Non-binary,35-44,23.39,22.85,712.44,761.15
2024-08,New Brunswick,Finance,Full-time,Non-binary,45-54,35.27,35.2,1227.51,1184.04
2024-08,New Brunswick,Finance,Full-time,Non-binary,55-64,44.28,42.79,1737.28,1579.28
2024-08,New Brunswick,Finance,Full-time,Non-binary,65+,28.24,28.27,915.57,870.87
2024-08,New Brunswick,Finance,Part-time,Male,15-24,38.61,37.15,1412.23,1351.42
2024-08,New Brunswick,Finance,Part-time,Male,25-34,16.84,17.37,613.96,553.09
2024-08,New Brunswick,Finance,Part-time,Male,35-44,42.91,42.85,1532.35,1374.31
2024-08,New Brunswick,Finance,Part-time,Male,45-54,34.92,34.21,1297.76,1045.68
2024-08,New Brunswick,Finance,Part-time,Male,55-64,29.31,28.79,888.01,984.83
2024-08,New Brunswick,Finance,Part-time,Male,65+,43.91,43.26,1579.9,1458.44
2024-08,New Brunswick,Finance,Part-time,Female,15-24,15.77,16.39,484.43,570.11
2024-08,New Brunswick,Finance,Part-time,Female,25-34,33.65,34.15,1173.81,1284.01
2024-08,New Brunswick,Finance,Part-time,Female,35-44,34.9,33.28,1268.32,1045.73
2024-08,New Brunswick,Finance,Part-time,Female,45-54,15.47,15.9,543.89,517.9
2024-08,New Brunswick,Finance,Part-time,Female,55-64,46.76,45.82,1785.4,1702.87
2024-08,New Brunswick,Finance,Part-time,Female,65+,49.61,51.32,1767.13,1695.31
2024-08,New Brunswick,Finance,Part-time,Non-binary,15-24,42.36,43.52,1607.5,1400.43
2024-08,New Brunswick,Finance,Part-time,Non-binary,25-34,47.94,46.8,1854.65,1514.74
2024-08,New Brunswick,Finance,Part-time,Non-binary,35-44,16.53,16.22,539.08,540.3
